id,year,region,female,age,edu,married,child,norm_trad,wage,income,housework,reform_year,policy,target_mother,child_exp,savings,leisure,negotiate,satisfaction,self,ask
635,2019,5,1,29,14,1,0,2,1357.0,1770271.0,109.0,2021,0,0,52392.0,45389.0,205.0,0,4,1,33192.0
636,2022,2,1,39,15,0,1,5,1512.0,3119919.0,181.0,2021,1,0,126708.0,47933.0,173.0,0,6,1,35378.0
637,2019,10,1,46,15,0,0,3,828.0,987561.0,116.0,2021,0,1,97180.0,21462.0,248.0,0,6,0,25622.0
638,2020,4,1,61,13,1,0,5,1371.0,2685147.0,222.0,2021,0,0,85624.0,104171.0,191.0,0,6,0,32763.0
639,2023,3,0,46,12,1,1,5,1269.0,2774014.0,86.0,2021,1,1,142650.0,31940.0,203.0,0,7,1,32717.0
640,2024,6,0,59,19,1,0,1,1398.0,2890460.0,36.0,2021,1,1,151761.0,54708.0,288.0,0,7,0,29672.0
641,2022,5,1,51,16,0,0,2,905.0,2097896.0,92.0,2021,1,1,122819.0,74915.0,249.0,0,4,1,37460.0
642,2024,1,0,62,16,0,1,3,1456.0,3216838.0,74.0,2021,1,1,116300.0,76099.0,224.0,1,6,1,48556.0
643,2023,9,1,43,15,1,1,1,1298.0,2863900.0,84.0,2021,1,1,124403.0,52371.0,221.0,1,5,1,36264.0
644,2021,9,0,69,12,1,0,2,1439.0,2619192.0,39.0,2021,1,0,116231.0,86609.0,259.0,0,8,0,35825.0
645,2023,8,1,39,17,0,1,5,1105.0,2222881.0,231.0,2021,1,0,156026.0,72728.0,168.0,1,6,1,32183.0
646,2020,7,0,36,12,1,0,1,1323.0,2333295.0,37.0,2021,0,1,77628.0,65956.0,208.0,0,5,1,26889.0
647,2021,5,1,31,15,1,0,4,758.0,1516186.0,143.0,2021,1,0,52726.0,35351.0,227.0,0,5,1,22719.0
648,2021,6,0,69,10,0,0,3,883.0,2898487.0,36.0,2021,1,1,130936.0,60887.0,245.0,0,7,0,28816.0
649,2024,6,1,53,10,1,0,4,700.0,1601095.0,179.0,2021,1,1,90530.0,56785.0,198.0,0,6,0,14761.0
650,2023,2,0,40,15,1,0,4,1675.0,3490123.0,48.0,2021,1,0,151161.0,53940.0,240.0,1,4,1,29586.0
651,2021,1,1,58,12,1,0,2,1219.0,2091460.0,107.0,2021,1,1,76042.0,89540.0,205.0,0,3,0,27006.0
652,2022,3,0,52,10,0,0,5,1074.0,2443237.0,109.0,2021,1,1,91212.0,99269.0,189.0,0,5,0,28878.0
653,2019,5,1,66,15,1,0,1,1126.0,2656936.0,64.0,2021,0,1,113380.0,59948.0,260.0,0,3,1,23664.0
654,2023,2,0,27,19,1,0,3,1865.0,3990676.0,72.0,2021,1,1,190231.0,100648.0,243.0,1,7,1,41298.0
655,2021,2,0,41,17,1,0,1,1726.0,3464246.0,0.0,2021,1,0,132287.0,108373.0,217.0,1,7,0,39220.0
656,2021,9,0,39,13,0,1,3,752.0,2050695.0,91.0,2021,1,1,108217.0,91036.0,193.0,0,7,1,18249.0
657,2023,4,1,22,14,1,0,4,700.0,2145843.0,184.0,2021,1,1,68456.0,95670.0,221.0,1,4,1,6961.0
658,2022,6,1,56,16,0,0,4,1398.0,2657949.0,153.0,2021,1,0,151609.0,26977.0,201.0,0,6,0,28621.0
659,2018,6,1,41,16,1,1,1,1089.0,2332894.0,88.0,2021,0,1,118508.0,45716.0,227.0,0,7,0,35055.0
660,2020,8,1,52,13,1,1,1,789.0,2297485.0,69.0,2021,0,1,140356.0,62965.0,230.0,1,4,0,29807.0
661,2019,8,0,69,14,0,0,2,1305.0,1896937.0,22.0,2021,0,0,82140.0,39066.0,228.0,0,7,0,35016.0
662,2023,3,0,40,15,0,0,3,1295.0,1972020.0,58.0,2021,1,1,90152.0,91661.0,237.0,0,6,1,35807.0
663,2018,9,0,39,15,1,0,1,1197.0,2377950.0,2.0,2021,0,1,60721.0,95405.0,251.0,0,5,0,28412.0
664,2019,4,0,45,14,0,0,3,972.0,878921.0,47.0,2021,0,0,0.0,11628.0,219.0,1,5,1,22676.0
665,2022,9,0,55,14,1,0,4,1568.0,3486198.0,16.0,2021,1,1,172315.0,79151.0,228.0,0,6,0,36930.0
666,2022,5,0,38,17,1,0,2,1682.0,2796143.0,31.0,2021,1,0,116816.0,52433.0,235.0,1,7,1,37149.0
667,2021,2,0,37,17,0,1,4,1550.0,2734254.0,54.0,2021,1,1,137860.0,57392.0,205.0,0,5,1,42542.0
668,2024,8,1,56,15,0,0,4,1151.0,1965160.0,164.0,2021,1,0,49554.0,46344.0,208.0,0,5,1,29598.0
669,2024,1,0,48,18,1,1,2,1610.0,3347643.0,54.0,2021,1,0,129591.0,94947.0,235.0,0,6,0,47603.0
670,2018,8,0,22,13,0,0,1,777.0,1226773.0,0.0,2021,0,0,84495.0,16989.0,269.0,0,5,0,22777.0
671,2024,1,1,31,18,1,0,2,1361.0,2666114.0,98.0,2021,1,1,160818.0,14254.0,249.0,0,6,0,44415.0
672,2022,3,1,61,15,1,0,2,976.0,1976986.0,91.0,2021,1,1,77663.0,22740.0,233.0,0,5,1,38968.0
673,2022,7,0,48,20,0,0,2,1707.0,2849085.0,4.0,2021,1,0,133505.0,47359.0,269.0,1,7,1,42592.0
674,2018,10,0,36,11,0,0,4,700.0,873403.0,80.0,2021,0,0,45320.0,15043.0,229.0,0,6,0,25396.0
675,2022,5,0,42,12,0,1,5,924.0,2383937.0,82.0,2021,1,1,117425.0,58797.0,198.0,0,5,1,19257.0
676,2023,2,0,44,15,0,1,3,1788.0,2346197.0,20.0,2021,1,1,165416.0,30168.0,262.0,0,6,0,43444.0
677,2022,3,1,52,15,0,1,4,1172.0,2186742.0,180.0,2021,1,0,95206.0,23091.0,130.0,0,4,0,38094.0
678,2018,9,1,29,18,1,1,1,1290.0,2517550.0,141.0,2021,0,1,152132.0,35903.0,152.0,1,3,0,34933.0
679,2021,8,0,35,13,0,0,3,700.0,1469396.0,26.0,2021,1,0,72964.0,17844.0,258.0,0,5,1,27317.0
680,2024,2,0,47,16,0,0,3,1482.0,1940454.0,82.0,2021,1,0,79494.0,39610.0,227.0,0,6,0,37903.0
681,2023,4,1,43,17,0,0,5,1422.0,2309707.0,171.0,2021,1,1,134140.0,45054.0,174.0,0,6,0,37965.0
682,2018,3,0,50,16,1,0,2,1405.0,2727820.0,50.0,2021,0,1,117727.0,81716.0,224.0,1,6,0,40322.0
683,2024,2,1,30,12,1,1,2,700.0,2225037.0,170.0,2021,1,1,117466.0,35231.0,169.0,1,6,0,27313.0
684,2024,9,0,48,17,1,1,5,1464.0,3231292.0,102.0,2021,1,0,177581.0,63759.0,215.0,0,5,1,35406.0
685,2019,7,1,56,17,1,0,3,1453.0,2273656.0,106.0,2021,0,1,120810.0,45483.0,245.0,0,5,0,42130.0
686,2023,2,1,49,15,1,0,1,1613.0,2909662.0,64.0,2021,1,0,148887.0,94489.0,277.0,0,8,1,40401.0
687,2020,7,1,46,14,0,0,5,969.0,2187226.0,221.0,2021,0,1,0.0,52350.0,154.0,0,2,0,24165.0
688,2022,5,1,43,14,0,1,1,747.0,924213.0,98.0,2021,1,1,85352.0,47600.0,176.0,1,4,0,27659.0
689,2021,1,0,35,14,1,0,3,968.0,1953078.0,69.0,2021,1,0,85661.0,26709.0,210.0,0,4,0,18068.0
690,2023,5,1,43,15,1,0,4,1033.0,2104840.0,155.0,2021,1,1,91798.0,59511.0,239.0,0,5,1,29632.0
691,2024,2,1,58,14,0,0,4,1489.0,2487308.0,170.0,2021,1,1,121300.0,49077.0,208.0,0,5,0,40629.0
692,2023,3,0,43,12,1,1,3,700.0,3037876.0,40.0,2021,1,0,142840.0,40785.0,222.0,0,7,1,21056.0
693,2024,9,0,34,12,0,1,3,862.0,1525234.0,60.0,2021,1,1,107328.0,36019.0,218.0,0,6,1,25021.0
694,2024,8,1,39,12,1,0,3,1119.0,2489083.0,118.0,2021,1,1,99419.0,106406.0,228.0,0,4,0,26469.0
695,2018,2,1,46,14,1,0,1,1285.0,2179849.0,94.0,2021,0,0,128749.0,36833.0,207.0,0,5,1,26947.0
696,2019,9,1,40,14,1,0,5,1160.0,2601874.0,194.0,2021,0,1,120539.0,61233.0,201.0,0,5,1,26993.0
697,2023,6,0,49,14,0,0,3,854.0,1972594.0,57.0,2021,1,0,94604.0,23583.0,237.0,1,7,0,22835.0
698,2022,9,1,50,15,1,0,4,850.0,1486018.0,154.0,2021,1,1,83353.0,16117.0,194.0,0,8,0,26688.0
699,2018,8,1,54,13,0,0,3,1291.0,2296449.0,117.0,2021,0,1,119308.0,40609.0,229.0,1,6,0,25283.0
700,2018,4,1,60,17,1,0,2,1460.0,2430360.0,119.0,2021,0,0,125605.0,50708.0,211.0,0,4,0,41334.0
701,2021,6,0,55,13,1,0,3,1124.0,1700998.0,19.0,2021,1,1,75716.0,38097.0,257.0,0,6,0,30475.0
702,2022,6,1,34,13,0,0,1,700.0,1778398.0,115.0,2021,1,0,104002.0,42595.0,218.0,1,6,1,19613.0
703,2019,8,0,34,15,1,1,2,1230.0,2367000.0,64.0,2021,0,0,120196.0,17077.0,229.0,1,5,1,31722.0
704,2019,3,1,43,10,1,0,3,700.0,800000.0,132.0,2021,0,0,85923.0,14229.0,218.0,0,5,0,19876.0
705,2018,4,0,39,12,0,0,5,1269.0,3166878.0,73.0,2021,0,1,148284.0,86376.0,219.0,0,3,0,36153.0
706,2021,3,1,31,16,0,0,1,1607.0,2491552.0,86.0,2021,1,1,95564.0,31950.0,236.0,1,7,1,32224.0
707,2018,3,1,39,10,1,0,2,771.0,1514613.0,73.0,2021,0,0,126279.0,34479.0,241.0,0,5,1,22520.0
708,2022,2,1,39,16,1,1,1,1288.0,3568853.0,91.0,2021,1,1,114359.0,90320.0,222.0,0,6,0,31249.0
709,2021,1,0,37,17,0,0,5,943.0,1626529.0,87.0,2021,1,0,84862.0,28321.0,248.0,1,7,0,36915.0
710,2021,10,0,41,13,0,0,1,770.0,1304332.0,31.0,2021,1,0,45245.0,46600.0,238.0,0,4,0,31724.0
711,2022,1,1,57,15,0,0,4,1499.0,2084113.0,124.0,2021,1,1,138998.0,20217.0,229.0,1,6,0,41097.0
712,2021,9,1,46,16,0,0,5,1009.0,998783.0,201.0,2021,1,1,60278.0,51522.0,159.0,0,5,0,39116.0
713,2023,1,0,69,13,0,0,4,1204.0,2084007.0,39.0,2021,1,0,65095.0,62728.0,244.0,1,6,0,31595.0
714,2023,8,0,46,16,1,1,1,1482.0,3279005.0,37.0,2021,1,1,150103.0,73805.0,217.0,0,4,1,42648.0
715,2024,4,1,41,13,1,0,1,1274.0,2695963.0,59.0,2021,1,1,100510.0,97165.0,275.0,1,8,0,41485.0
716,2023,6,1,44,13,0,1,5,863.0,1492769.0,247.0,2021,1,1,81602.0,28610.0,146.0,0,4,0,18498.0
717,2021,3,0,47,12,0,0,1,959.0,1736329.0,0.0,2021,1,0,69555.0,34134.0,271.0,1,5,0,22571.0
718,2021,5,0,49,15,0,0,4,1420.0,1637395.0,32.0,2021,1,1,57530.0,75944.0,217.0,0,5,1,24426.0
719,2019,5,0,67,17,1,0,4,1562.0,3291684.0,56.0,2021,0,1,131961.0,118331.0,234.0,0,6,0,44587.0
720,2022,6,0,35,14,1,0,4,962.0,2062303.0,92.0,2021,1,0,93961.0,38990.0,213.0,0,4,0,19569.0
721,2018,4,1,53,11,0,0,4,994.0,2776030.0,180.0,2021,0,0,82253.0,65018.0,242.0,0,6,1,10261.0
722,2024,6,1,46,12,0,0,2,864.0,1558940.0,93.0,2021,1,0,30106.0,66170.0,215.0,1,5,0,19256.0
723,2023,9,1,27,15,0,0,1,1384.0,2019865.0,126.0,2021,1,1,102469.0,50678.0,217.0,0,6,0,24810.0
724,2018,5,1,52,18,0,0,4,1604.0,2861838.0,132.0,2021,0,0,123462.0,82318.0,216.0,0,6,0,40873.0
725,2023,4,1,58,15,0,0,2,1477.0,2494700.0,121.0,2021,1,0,122570.0,79063.0,189.0,0,7,0,29063.0
726,2018,2,1,35,13,1,0,1,945.0,2168354.0,100.0,2021,0,0,104672.0,42996.0,216.0,0,5,1,14508.0
727,2023,4,1,44,16,0,0,4,1360.0,2461446.0,144.0,2021,1,1,144469.0,70453.0,217.0,0,5,0,34149.0
728,2018,2,0,25,13,0,0,1,1088.0,1328427.0,46.0,2021,0,1,86422.0,38432.0,245.0,1,4,1,27783.0
729,2021,2,1,30,13,0,0,4,1179.0,1304328.0,153.0,2021,1,1,131647.0,11315.0,165.0,0,7,0,17771.0
730,2022,10,1,56,12,1,1,5,1067.0,2482054.0,239.0,2021,1,1,201388.0,40369.0,151.0,0,5,0,21788.0
731,2023,1,0,39,17,0,0,3,1420.0,3247557.0,0.0,2021,1,1,88712.0,63598.0,278.0,0,6,0,36352.0
732,2020,5,0,32,9,0,1,5,1258.0,2484074.0,99.0,2021,0,0,60014.0,76109.0,211.0,0,8,0,23439.0
733,2024,9,0,47,16,0,0,3,1597.0,3281249.0,35.0,2021,1,1,133659.0,99775.0,270.0,0,8,0,35393.0
734,2023,10,0,38,13,1,0,5,1267.0,3037005.0,90.0,2021,1,0,130901.0,90238.0,211.0,0,4,1,36546.0
735,2019,2,0,39,13,0,0,1,1439.0,2723596.0,28.0,2021,0,0,108429.0,76154.0,273.0,0,6,1,44069.0
736,2022,2,1,52,18,0,0,3,1957.0,3115354.0,171.0,2021,1,0,138627.0,83389.0,199.0,0,5,1,37690.0
737,2023,4,1,31,12,0,0,4,700.0,1357654.0,179.0,2021,1,1,59762.0,45259.0,226.0,0,4,0,15069.0
738,2020,6,0,34,13,0,0,3,1226.0,2810336.0,42.0,2021,0,0,91013.0,77174.0,245.0,0,6,0,28653.0
739,2023,10,1,46,14,1,0,5,865.0,2071945.0,212.0,2021,1,0,70946.0,70397.0,159.0,0,5,0,27616.0
740,2024,3,1,55,15,0,0,3,1078.0,2314523.0,160.0,2021,1,0,88004.0,27393.0,219.0,0,4,1,26860.0
741,2023,2,1,58,13,1,0,5,1377.0,2497327.0,204.0,2021,1,1,127494.0,51061.0,191.0,0,5,0,34034.0
742,2023,3,1,37,11,0,0,5,974.0,1652023.0,135.0,2021,1,1,64652.0,22404.0,206.0,0,7,1,33411.0
743,2022,9,1,54,12,1,1,4,715.0,1657636.0,171.0,2021,1,0,80793.0,70010.0,159.0,0,5,0,12871.0
744,2019,1,1,35,17,0,1,4,1155.0,2233331.0,231.0,2021,0,1,120422.0,87057.0,183.0,0,5,0,30508.0
745,2023,4,0,64,14,1,0,5,1383.0,3323379.0,30.0,2021,1,0,123348.0,31749.0,240.0,1,6,0,42077.0
746,2020,2,0,32,15,0,1,1,1386.0,1501213.0,81.0,2021,0,1,113460.0,70450.0,235.0,0,6,0,30928.0
747,2021,2,1,59,13,0,0,1,1436.0,2600069.0,106.0,2021,1,1,92015.0,65909.0,215.0,0,4,1,34297.0
748,2020,10,0,37,13,1,1,5,1668.0,3392652.0,73.0,2021,0,1,118334.0,96133.0,193.0,0,6,1,37265.0
749,2020,1,1,66,18,1,0,4,1588.0,2422649.0,116.0,2021,0,0,102408.0,71595.0,243.0,0,6,0,46501.0
750,2019,4,0,51,14,0,1,3,1155.0,2594884.0,61.0,2021,0,1,128928.0,89586.0,212.0,1,7,0,42030.0
751,2024,10,0,33,13,0,1,3,792.0,1243350.0,127.0,2021,1,1,58893.0,36481.0,189.0,0,4,1,26718.0
752,2019,7,1,38,16,1,0,1,1141.0,2125284.0,66.0,2021,0,0,122975.0,24510.0,214.0,0,5,1,19735.0
753,2018,1,0,53,12,1,0,3,926.0,2841191.0,25.0,2021,0,0,157565.0,66499.0,243.0,0,5,0,21658.0
754,2024,5,0,56,13,1,0,2,1373.0,3226387.0,12.0,2021,1,1,121227.0,88872.0,264.0,0,7,1,43646.0
755,2021,10,0,43,14,0,0,5,1247.0,2531843.0,91.0,2021,1,1,144797.0,58886.0,205.0,1,5,1,21985.0
756,2021,5,0,44,14,0,1,5,1213.0,2553788.0,85.0,2021,1,1,66829.0,72546.0,196.0,0,5,1,33111.0
757,2023,6,0,52,15,1,0,4,1604.0,3054860.0,37.0,2021,1,0,145823.0,72652.0,239.0,1,5,0,21153.0
758,2020,6,1,45,19,0,0,4,1253.0,3255089.0,201.0,2021,0,1,102484.0,64001.0,191.0,0,6,1,25023.0
759,2018,7,0,30,15,0,1,1,1190.0,2723084.0,73.0,2021,0,0,152710.0,36570.0,236.0,0,5,1,36422.0
760,2023,2,0,35,9,0,0,4,1073.0,1556625.0,30.0,2021,1,1,49450.0,35513.0,244.0,1,5,1,22946.0
761,2019,9,0,47,15,1,0,4,1421.0,2107749.0,22.0,2021,0,0,82059.0,58656.0,240.0,0,7,1,31151.0
762,2021,10,1,57,14,1,0,5,1339.0,2943619.0,221.0,2021,1,0,94774.0,34266.0,242.0,0,5,0,26304.0
763,2024,2,0,62,14,1,0,5,1597.0,3096665.0,61.0,2021,1,0,115036.0,57772.0,231.0,0,7,1,21991.0
764,2024,9,1,53,15,1,0,1,1346.0,1958331.0,49.0,2021,1,1,138290.0,13739.0,249.0,1,5,1,35220.0
765,2020,9,0,47,14,1,1,3,1061.0,2554093.0,30.0,2021,0,1,114695.0,43506.0,218.0,0,6,0,27911.0
766,2023,8,1,52,14,1,0,2,1265.0,2392486.0,86.0,2021,1,1,160495.0,92691.0,235.0,0,6,0,23119.0
767,2022,4,0,37,15,1,0,3,1446.0,3118132.0,14.0,2021,1,1,118489.0,49268.0,256.0,0,8,1,33841.0
768,2021,5,0,42,13,0,1,3,1477.0,3059470.0,24.0,2021,1,0,174376.0,83659.0,243.0,0,8,1,35057.0
769,2018,9,1,35,12,1,1,3,700.0,1385868.0,143.0,2021,0,1,35863.0,96392.0,192.0,0,6,0,22396.0
770,2020,2,1,30,20,0,0,4,1505.0,3025422.0,143.0,2021,0,1,108727.0,104486.0,229.0,0,5,0,41346.0
771,2022,9,1,48,12,1,0,1,1035.0,1864047.0,76.0,2021,1,1,75839.0,58718.0,262.0,1,5,0,28379.0
772,2024,10,0,46,14,0,0,1,706.0,1054359.0,71.0,2021,1,0,92345.0,52973.0,239.0,1,6,1,20819.0
773,2018,7,0,52,11,1,0,2,1112.0,1985464.0,30.0,2021,0,0,89122.0,21576.0,256.0,0,8,0,26846.0
774,2023,4,1,50,14,0,0,2,1332.0,2963087.0,110.0,2021,1,1,75506.0,36647.0,241.0,0,7,1,33531.0
775,2023,6,1,47,12,0,0,1,733.0,1179114.0,101.0,2021,1,1,32516.0,36214.0,205.0,0,5,1,27538.0
776,2024,1,1,50,13,1,1,3,940.0,2808222.0,164.0,2021,1,1,109971.0,77434.0,233.0,1,7,0,31944.0
777,2020,10,1,44,16,0,0,2,998.0,2688142.0,124.0,2021,0,0,132436.0,89840.0,207.0,1,6,0,27929.0
778,2018,4,0,49,15,1,1,2,1262.0,2332240.0,74.0,2021,0,0,134754.0,40132.0,203.0,0,6,1,35637.0
779,2019,1,0,36,15,0,1,4,1144.0,800000.0,86.0,2021,0,1,48490.0,26255.0,183.0,0,5,1,33433.0
780,2023,8,1,48,10,1,0,3,700.0,2032255.0,209.0,2021,1,0,69416.0,62646.0,176.0,0,5,0,16942.0
781,2024,7,0,51,18,1,1,5,1444.0,2858214.0,114.0,2021,1,0,147947.0,61274.0,213.0,0,5,1,34454.0
782,2022,7,1,37,11,1,0,3,744.0,1156107.0,113.0,2021,1,0,24226.0,40028.0,271.0,1,5,1,23118.0
783,2018,1,0,45,17,0,0,3,1396.0,2218441.0,54.0,2021,0,0,99087.0,37565.0,231.0,0,5,1,43821.0
784,2018,8,1,37,16,0,0,2,1507.0,2505193.0,94.0,2021,0,0,111995.0,68257.0,233.0,0,4,1,22400.0
785,2021,7,0,38,15,0,0,3,1188.0,2786997.0,56.0,2021,1,0,102680.0,73031.0,244.0,0,6,0,41920.0
786,2022,8,0,32,12,0,0,4,1022.0,1919556.0,19.0,2021,1,1,96126.0,41711.0,271.0,1,6,1,32805.0
787,2018,9,1,58,14,1,1,3,1003.0,2877199.0,142.0,2021,0,1,131254.0,78191.0,225.0,0,7,0,30225.0
788,2022,3,0,56,13,1,1,5,1060.0,2585110.0,100.0,2021,1,1,139914.0,81314.0,227.0,0,7,0,26956.0
789,2021,3,0,50,14,0,1,2,903.0,1650785.0,92.0,2021,1,1,66425.0,54918.0,199.0,0,7,1,29373.0
790,2018,10,1,66,13,0,0,5,800.0,1244821.0,205.0,2021,0,1,68931.0,13963.0,198.0,0,6,0,20757.0
791,2018,6,1,42,10,1,1,2,700.0,1970804.0,165.0,2021,0,0,127643.0,47608.0,189.0,1,4,1,16934.0
792,2021,5,0,69,16,0,1,5,1640.0,3542213.0,100.0,2021,1,0,162001.0,57793.0,200.0,0,4,0,28950.0
793,2023,3,1,41,14,1,1,3,1210.0,3106396.0,174.0,2021,1,1,160754.0,76752.0,164.0,0,6,0,20651.0
794,2023,7,1,47,13,1,0,5,700.0,1379231.0,179.0,2021,1,1,64525.0,26119.0,193.0,0,6,0,37594.0
795,2021,8,1,40,13,0,1,1,849.0,1795803.0,138.0,2021,1,1,127136.0,70014.0,207.0,0,7,1,24068.0
796,2020,1,0,48,15,1,1,1,1059.0,2628220.0,85.0,2021,0,1,126619.0,75798.0,228.0,1,6,0,32012.0
797,2024,6,1,53,12,1,0,2,826.0,1544817.0,112.0,2021,1,1,49370.0,74762.0,227.0,0,3,0,25276.0
798,2021,10,1,43,9,0,0,1,819.0,906730.0,85.0,2021,1,0,69241.0,53272.0,235.0,1,6,1,13623.0
799,2020,3,0,64,15,1,0,1,1293.0,2174264.0,69.0,2021,0,1,50246.0,49532.0,257.0,1,7,1,30288.0
800,2021,3,0,47,15,0,1,4,1263.0,2332882.0,82.0,2021,1,1,125720.0,44294.0,176.0,1,7,1,32377.0
801,2018,9,0,47,14,0,0,3,1442.0,2926704.0,47.0,2021,0,0,102829.0,108852.0,236.0,0,8,1,31240.0
802,2020,1,1,34,11,0,0,2,843.0,2146889.0,126.0,2021,0,0,78938.0,51305.0,252.0,1,7,1,16117.0
803,2021,4,0,49,14,0,0,2,1139.0,1372176.0,35.0,2021,1,1,76326.0,10643.0,253.0,0,5,0,33267.0
804,2024,5,0,43,11,0,0,2,1079.0,1643527.0,16.0,2021,1,0,56791.0,68035.0,234.0,0,4,0,27320.0
805,2023,8,1,37,12,1,0,5,701.0,1332869.0,201.0,2021,1,0,71456.0,48320.0,202.0,0,5,1,20967.0
806,2023,2,0,35,12,0,0,2,1274.0,2690559.0,36.0,2021,1,1,119589.0,99942.0,266.0,0,5,0,33570.0
807,2021,5,1,69,16,1,1,1,1560.0,2973945.0,164.0,2021,1,1,130656.0,77324.0,142.0,1,7,0,37177.0
808,2018,2,1,41,13,0,0,4,928.0,1455534.0,186.0,2021,0,1,94398.0,40671.0,198.0,0,3,1,21667.0
809,2020,8,1,28,13,1,1,2,908.0,1358404.0,129.0,2021,0,1,85664.0,66743.0,183.0,0,6,0,36375.0
810,2024,7,0,36,18,0,0,5,1466.0,2880504.0,79.0,2021,1,1,135588.0,36764.0,203.0,0,6,0,32796.0
811,2018,5,1,43,15,0,0,2,1329.0,2311500.0,122.0,2021,0,1,131317.0,45352.0,219.0,0,5,0,22848.0
812,2024,4,1,50,15,1,1,5,1371.0,2570777.0,255.0,2021,1,1,161982.0,44394.0,153.0,0,4,1,32243.0
813,2022,2,1,50,13,0,1,5,1314.0,2415443.0,209.0,2021,1,0,129035.0,6017.0,161.0,0,2,1,22164.0
814,2019,10,1,51,13,1,0,2,939.0,2503698.0,119.0,2021,0,1,95063.0,81284.0,212.0,1,5,0,21326.0
815,2023,7,1,37,9,1,0,2,801.0,1189357.0,112.0,2021,1,0,22885.0,30024.0,212.0,0,4,1,23121.0
816,2023,4,0,48,16,0,0,4,1272.0,1868770.0,54.0,2021,1,1,89574.0,70293.0,215.0,0,7,1,32251.0
817,2018,5,1,34,15,0,0,4,939.0,2316326.0,144.0,2021,0,0,118436.0,66886.0,197.0,1,4,1,17609.0
818,2018,8,1,37,14,1,0,1,700.0,1547887.0,102.0,2021,0,0,78034.0,56315.0,240.0,1,6,1,35010.0
819,2022,8,0,34,14,1,0,1,1119.0,2599077.0,39.0,2021,1,1,28853.0,54963.0,251.0,0,5,1,19526.0
820,2024,5,1,31,16,1,1,1,1091.0,2594676.0,150.0,2021,1,0,147565.0,47580.0,191.0,0,6,0,32990.0
821,2018,4,0,56,11,0,0,5,1149.0,2050533.0,61.0,2021,0,0,105056.0,54985.0,220.0,1,3,1,14554.0
822,2022,7,1,52,13,0,0,3,700.0,1085850.0,130.0,2021,1,1,49474.0,53939.0,208.0,0,7,0,26424.0
823,2018,7,1,55,12,0,0,3,865.0,1972779.0,160.0,2021,0,1,103756.0,50347.0,217.0,0,5,0,21403.0
824,2022,6,1,44,18,1,1,1,1384.0,3502368.0,98.0,2021,1,1,180282.0,67105.0,220.0,1,3,0,43756.0
825,2022,1,1,53,16,1,1,1,1090.0,2934094.0,145.0,2021,1,1,127556.0,44803.0,186.0,0,5,1,29596.0
826,2018,5,1,25,9,0,1,2,716.0,876064.0,171.0,2021,0,1,95445.0,28013.0,128.0,0,3,1,25064.0
827,2022,7,0,53,11,0,1,2,929.0,2504656.0,98.0,2021,1,0,90976.0,44904.0,189.0,1,5,0,22112.0
828,2024,10,1,46,14,1,1,3,1037.0,2117632.0,179.0,2021,1,1,109686.0,53274.0,174.0,0,5,0,19743.0
829,2024,6,0,51,13,1,0,5,1188.0,2010885.0,49.0,2021,1,1,85456.0,47965.0,227.0,1,5,1,30105.0
830,2018,4,0,48,11,0,1,5,1201.0,2257136.0,94.0,2021,0,1,86364.0,41365.0,195.0,0,4,0,25895.0
831,2019,6,1,33,18,0,0,2,1250.0,2665564.0,124.0,2021,0,0,115890.0,71775.0,231.0,0,4,0,25984.0
832,2019,2,1,28,15,1,0,4,1109.0,2516432.0,152.0,2021,0,1,130834.0,74528.0,206.0,0,6,1,20558.0
833,2021,1,1,36,15,0,0,1,1011.0,1692107.0,121.0,2021,1,1,114417.0,89078.0,235.0,0,7,0,27087.0
834,2019,7,1,50,12,1,0,1,1066.0,2587633.0,103.0,2021,0,1,123659.0,80428.0,197.0,0,5,0,37792.0
835,2023,10,1,52,16,1,0,2,1055.0,2218930.0,92.0,2021,1,0,52264.0,97940.0,232.0,0,6,0,36795.0
836,2023,9,0,29,13,0,0,1,960.0,1441514.0,76.0,2021,1,1,41054.0,23821.0,198.0,1,4,1,24314.0
837,2023,6,0,33,13,0,0,3,904.0,1273182.0,47.0,2021,1,1,67716.0,3243.0,236.0,0,6,1,28665.0
838,2019,1,1,36,15,0,0,1,1074.0,2138317.0,61.0,2021,0,1,88985.0,54449.0,220.0,0,6,1,16103.0
839,2018,10,0,40,10,0,0,1,700.0,1218741.0,8.0,2021,0,0,45204.0,55251.0,280.0,0,6,1,16811.0
840,2024,5,0,29,18,0,0,5,1193.0,1459647.0,98.0,2021,1,1,117721.0,57618.0,233.0,0,6,1,37136.0
841,2020,3,1,28,14,1,0,2,1032.0,2531181.0,160.0,2021,0,0,106238.0,89274.0,222.0,0,6,0,30912.0
842,2022,9,0,35,17,0,0,1,1522.0,2499462.0,54.0,2021,1,1,125041.0,7185.0,233.0,0,5,0,34584.0
843,2024,8,0,45,12,0,0,5,715.0,2083060.0,94.0,2021,1,1,116604.0,82227.0,209.0,0,7,1,22520.0
844,2018,8,0,31,12,0,0,1,1020.0,1134505.0,59.0,2021,0,1,56082.0,42070.0,220.0,1,5,0,28829.0
845,2018,3,0,43,11,0,0,5,1123.0,1931046.0,75.0,2021,0,1,142363.0,16653.0,239.0,0,8,1,25574.0
846,2018,10,1,56,15,0,0,2,1290.0,1972011.0,122.0,2021,0,1,60511.0,67358.0,250.0,0,6,1,35066.0
