id,lwage,educ,quarter1,age,parent_educ
2154,2.2776,13.4,0,37.2,10
2155,3.0891,13.8,0,41.0,16
2156,3.2044,13.1,1,30.8,13
2157,3.1569,13.5,1,43.7,19
2158,2.6225,13.4,1,25.2,13
2159,2.3327,11.1,0,41.0,10
2160,2.8969,12.8,0,41.2,8
2161,2.3966,12.9,0,37.4,11
2162,2.393,13.6,1,26.6,12
2163,3.2216,13.9,0,30.6,7
2164,2.4666,13.5,0,32.9,13
2165,3.2745,14.6,0,39.6,16
2166,2.735,14.2,0,33.5,14
2167,2.7908,14.3,0,40.1,10
2168,3.1609,16.0,0,43.0,14
2169,3.3201,15.3,0,49.7,11
2170,2.408,11.2,0,23.8,13
2171,2.932,14.0,0,47.3,13
2172,2.8925,14.5,0,36.1,14
2173,2.6927,15.3,0,32.4,10
2174,2.2794,13.0,0,28.5,11
2175,3.3234,11.6,1,42.9,8
2176,2.5229,12.0,1,38.6,14
2177,2.4382,14.8,0,32.2,12
2178,2.7106,13.3,0,42.6,6
2179,1.9775,9.3,1,37.0,13
2180,2.4319,12.4,0,38.1,15
2181,3.0701,13.4,0,41.9,17
2182,2.9651,14.4,1,37.4,13
2183,2.2567,11.5,1,34.8,15
2184,2.8905,13.4,0,36.9,11
2185,2.5186,13.3,1,36.9,15
2186,2.1988,12.5,0,39.5,14
2187,2.9512,14.9,0,38.3,11
2188,2.4324,12.1,0,35.0,8
2189,2.9269,13.4,1,39.3,14
2190,2.487,13.9,0,35.8,11
2191,2.5187,13.6,0,45.5,13
2192,2.9019,15.0,0,33.3,12
2193,2.6462,14.2,0,39.0,12
2194,2.942,14.1,0,32.8,9
2195,2.7587,12.5,0,41.1,11
2196,2.7692,14.7,1,47.4,15
2197,2.6538,13.4,0,29.5,11
2198,2.8473,11.7,0,43.1,10
2199,3.1252,12.7,0,39.6,18
2200,2.2937,12.5,0,27.8,13
2201,2.7959,13.4,0,32.4,10
2202,2.745,14.5,0,22.0,16
2203,1.9557,11.7,0,28.2,12
2204,3.2796,14.2,1,39.6,13
2205,2.8933,13.3,0,40.4,17
2206,2.4613,14.1,1,33.8,15
2207,3.2062,14.7,1,51.7,14
2208,2.8036,13.8,1,38.3,15
2209,3.0694,15.6,0,22.0,12
2210,2.7783,12.9,0,39.1,11
2211,2.9561,14.0,1,25.8,13
2212,2.586,13.0,0,30.0,11
2213,2.7543,14.9,0,46.0,14
2214,2.3114,12.8,1,29.9,17
2215,2.3778,11.8,0,25.3,11
2216,3.1381,13.3,0,22.0,12
2217,3.4057,15.5,1,42.7,19
2218,2.7935,12.7,1,27.5,15
2219,2.6823,14.9,0,23.4,17
2220,2.4542,12.1,0,31.8,12
2221,3.1222,13.3,0,41.7,19
2222,2.2417,11.8,0,42.6,12
2223,2.8825,16.0,0,37.7,13
2224,2.9185,14.9,0,25.6,11
2225,2.4554,14.8,0,38.6,10
2226,2.7806,14.6,0,31.1,10
2227,3.1456,15.9,0,40.8,10
2228,2.6903,12.2,1,25.5,12
2229,2.7533,15.9,1,28.1,16
2230,3.0478,15.3,0,43.8,8
2231,3.0083,12.3,0,41.2,14
2232,3.5994,14.7,0,33.2,11
2233,2.2902,11.0,1,39.2,15
2234,2.682,12.2,0,27.5,13
2235,2.9445,12.9,0,37.9,14
2236,3.2665,14.0,0,44.8,15
2237,2.8111,12.3,0,45.1,9
2238,2.1575,12.3,0,30.3,10
2239,1.8313,11.0,0,22.0,11
2240,2.377,12.8,0,43.9,14
2241,2.9635,13.1,0,43.9,11
2242,2.7837,13.0,1,35.9,13
2243,3.0581,12.5,0,37.6,10
2244,3.2617,14.8,0,42.3,11
2245,2.8464,13.2,0,29.5,12
2246,2.6587,12.8,0,43.7,13
2247,2.7515,14.3,0,26.4,12
2248,3.0695,12.9,0,32.1,10
2249,2.4712,12.4,0,36.3,11
2250,2.717,10.6,0,52.5,11
2251,2.4589,14.0,0,38.7,11
2252,3.0642,14.2,0,28.7,9
2253,2.7412,13.9,0,43.5,14
2254,2.89,16.4,0,43.6,11
2255,3.1015,14.5,0,29.5,12
2256,3.174,13.0,0,38.4,10
2257,2.4876,11.9,0,35.3,10
2258,2.4579,12.7,1,31.8,14
2259,2.9031,14.0,0,35.7,15
2260,2.3411,13.3,0,25.9,15
2261,2.9892,14.3,1,28.8,12
2262,3.353,13.9,0,47.0,9
2263,3.0072,15.4,0,27.6,13
2264,2.8296,16.7,0,36.9,14
2265,2.9942,12.5,0,43.3,10
2266,2.5527,12.4,0,28.8,11
2267,2.1116,12.1,0,37.1,8
2268,2.6724,13.5,0,41.6,13
2269,2.9585,15.6,0,34.9,15
2270,2.8579,13.4,0,36.4,14
2271,2.9539,14.1,0,42.5,13
2272,2.8351,13.8,0,40.6,15
2273,3.2067,15.5,0,27.3,14
2274,2.7855,11.9,0,35.1,12
2275,2.6413,13.5,0,23.4,14
2276,2.8931,13.8,0,46.3,13
2277,2.7635,13.4,1,39.8,10
2278,2.6543,13.1,0,44.3,13
2279,3.2903,13.1,0,38.2,14
2280,2.9104,12.7,1,40.8,10
2281,2.5538,12.4,1,49.1,13
2282,2.1819,13.3,1,35.3,10
2283,2.8534,12.0,0,46.2,10
2284,2.6668,13.5,1,32.3,14
2285,3.2844,13.8,0,53.3,14
2286,2.6775,12.6,0,33.1,14
2287,3.0728,14.7,0,40.2,10
2288,3.0793,13.3,0,31.9,14
2289,2.9586,13.4,0,47.7,12
2290,3.2354,14.5,1,50.0,10
2291,2.5837,12.2,1,31.9,14
2292,2.1968,11.9,1,23.2,10
2293,2.8079,13.4,1,31.5,12
2294,2.4336,13.4,0,31.2,15
2295,3.086,13.7,0,32.3,12
2296,2.7582,14.3,1,34.6,15
2297,3.2445,13.1,0,40.4,7
2298,2.2942,12.6,0,32.6,16
2299,2.3361,11.9,0,34.8,10
2300,3.114,14.7,0,44.1,13
2301,2.9028,13.2,0,40.9,9
2302,2.9216,13.4,0,35.5,10
2303,3.5476,15.7,0,46.7,13
2304,3.0885,13.4,0,25.5,12
2305,2.3285,13.7,1,31.1,10
2306,2.3892,10.9,1,22.0,11
2307,3.1017,14.8,0,35.6,12
2308,3.2435,13.2,0,31.8,13
2309,2.7425,13.7,1,22.0,13
2310,2.5545,13.8,0,47.5,14
2311,2.2961,13.9,0,42.4,13
2312,2.2739,12.2,1,33.8,12
2313,2.7812,13.4,0,34.9,10
2314,2.5744,12.2,1,47.8,10
2315,2.3553,11.4,0,29.4,12
2316,3.4044,15.5,1,31.7,13
2317,2.6095,14.1,0,32.8,18
2318,2.9948,15.0,0,32.2,15
2319,2.9124,13.9,0,29.4,9
2320,2.609,13.3,1,26.5,13
2321,2.8319,12.4,0,32.4,11
2322,2.7783,14.4,0,36.0,12
2323,2.3717,14.3,0,24.6,8
2324,3.195,14.0,0,35.7,16
2325,2.8345,12.8,0,24.2,15
2326,2.35,11.8,0,43.0,17
2327,3.3358,13.3,0,27.5,10
2328,2.8233,14.7,1,38.6,14
2329,2.9168,13.4,0,36.8,12
2330,3.1232,13.7,1,42.2,17
2331,2.5918,14.0,0,22.0,12
2332,2.7088,13.9,1,37.1,15
2333,2.5909,12.8,0,42.1,11
2334,3.2923,15.0,0,41.3,13
2335,2.6814,14.3,0,53.2,14
2336,3.2234,13.9,1,39.9,14
2337,4.0114,14.6,0,43.9,12
2338,2.2895,12.6,0,32.6,13
2339,2.6736,14.0,0,26.7,17
2340,2.4665,15.1,1,22.0,13
2341,2.6592,13.4,0,37.5,12
2342,2.497,12.8,0,39.4,13
2343,1.8669,12.7,0,26.7,10
2344,3.0336,13.5,0,38.0,13
2345,2.7885,14.2,0,38.3,13
2346,3.0495,15.1,0,39.9,16
2347,3.4374,15.4,0,38.5,15
2348,3.0456,16.5,0,36.6,14
2349,2.411,11.7,0,34.8,11
2350,2.7942,14.2,0,38.2,12
2351,2.732,14.6,0,34.1,10
2352,2.6362,13.6,0,33.2,13
2353,2.9592,13.8,0,45.1,12
2354,2.5557,13.6,0,22.0,12
2355,2.9107,12.9,0,40.3,13
2356,2.9808,12.5,0,34.6,6
2357,2.6768,13.2,0,36.3,13
2358,2.4486,11.5,0,22.0,12
2359,3.2822,15.4,0,45.0,13
2360,3.1331,14.9,0,35.1,14
2361,2.4428,14.1,0,29.2,13
2362,3.0361,16.0,0,41.0,9
2363,2.94,16.1,0,46.7,17
2364,2.5892,14.7,0,26.6,12
2365,3.3886,14.7,0,44.1,15
2366,2.68,13.0,1,28.7,12
2367,3.0892,13.0,0,44.6,15
2368,2.3255,11.5,0,35.6,12
2369,3.1034,13.9,1,31.6,10
2370,2.1232,11.1,1,46.8,9
2371,2.5184,11.8,0,41.6,10
2372,2.7011,13.3,0,36.3,12
2373,2.6776,12.9,0,39.5,10
2374,2.6576,14.7,0,42.5,10
2375,2.8064,13.6,1,40.9,14
2376,2.3927,11.2,0,36.9,6
2377,2.6435,14.0,0,22.0,6
2378,2.8125,13.3,1,44.3,9
2379,2.6222,12.5,0,34.4,15
2380,2.4188,12.2,1,25.2,12
2381,2.3578,12.0,0,35.4,11
2382,2.8138,12.3,1,26.7,13
2383,3.1604,14.3,0,37.8,9
2384,3.2662,15.5,0,37.4,10
2385,2.4348,15.2,0,35.2,13
2386,3.2241,14.2,0,44.4,11
2387,3.1425,14.2,0,46.8,12
2388,2.9868,13.7,0,38.2,15
2389,3.056,13.2,0,42.7,15
2390,2.7702,13.3,0,30.7,10
2391,2.3375,9.1,1,30.6,13
2392,2.6987,13.0,0,41.3,13
2393,3.723,16.4,0,40.4,10
2394,2.7681,11.6,0,46.0,15
2395,2.2866,12.4,1,24.9,15
2396,2.575,12.5,1,36.5,13
2397,2.4219,10.9,0,22.0,11
2398,2.5013,12.3,0,25.3,14
2399,2.5763,14.4,0,31.5,17
2400,2.4267,11.8,0,35.0,7
2401,2.5433,12.6,0,37.8,12
2402,2.6958,13.1,0,48.5,14
2403,2.9507,12.6,0,33.9,15
2404,3.0895,14.6,0,48.8,14
2405,3.1309,13.9,0,42.0,15
2406,2.5601,12.3,0,44.3,15
2407,2.7041,14.1,1,36.5,12
2408,2.6407,12.5,0,30.2,12
2409,2.5773,16.5,0,28.4,15
2410,2.8101,12.8,0,22.0,9
2411,2.4359,13.4,0,36.6,13
2412,3.5116,13.7,0,23.4,18
2413,2.8605,14.7,1,37.3,13
2414,2.4484,10.2,0,39.1,14
2415,2.8734,11.6,0,25.8,9
2416,3.1019,14.4,0,38.3,8
2417,2.4754,13.8,0,30.0,13
2418,3.1743,12.7,0,53.1,10
2419,2.5457,10.0,1,53.6,10
2420,3.0751,15.7,0,22.0,13
2421,2.4425,13.5,0,32.1,12
2422,2.6001,11.8,1,47.5,15
2423,2.5877,14.7,1,25.9,10
2424,2.3582,12.2,0,42.6,8
2425,3.0572,12.4,0,47.1,14
2426,2.3242,13.4,0,36.5,12
2427,3.241,14.8,0,32.9,11
2428,2.7253,14.6,0,38.3,14
2429,3.1169,14.1,0,27.2,10
2430,2.8635,14.4,0,36.8,11
2431,2.473,13.8,0,29.4,14
2432,2.6013,13.5,0,31.2,10
2433,3.2286,14.7,1,54.1,17
2434,2.3381,13.6,0,35.4,10
2435,2.7353,13.6,1,29.4,12
2436,2.4397,14.1,0,36.6,11
2437,3.2175,16.7,0,46.2,15
2438,2.6732,11.1,0,43.8,14
2439,2.6777,12.9,1,49.7,11
2440,2.4972,13.5,0,41.6,14
2441,2.8281,14.3,0,30.6,13
2442,2.3083,12.9,1,33.8,11
2443,3.5228,14.5,0,54.7,13
2444,2.7081,14.1,0,43.3,11
2445,3.0895,14.8,0,34.3,15
2446,2.67,13.0,1,37.7,14
2447,2.7072,11.8,1,41.1,15
2448,3.7745,14.5,1,48.4,6
2449,3.1207,15.1,0,45.3,15
2450,3.1576,12.2,0,45.9,10
2451,2.4132,12.5,0,41.8,11
2452,3.4293,14.1,1,28.4,10
2453,2.869,13.4,0,29.7,10
2454,2.4962,12.4,1,26.8,8
2455,2.3629,12.6,0,25.3,14
2456,2.6563,13.9,0,43.1,13
2457,2.9771,13.6,1,31.7,17
2458,3.0898,15.2,0,34.5,13
2459,2.536,14.8,0,33.4,10
2460,2.6782,13.3,0,32.0,16
2461,2.8872,13.7,1,32.0,12
2462,2.3676,12.0,0,37.5,13
2463,2.7811,13.2,0,43.6,12
2464,2.6957,13.7,0,26.8,13
2465,3.0812,14.0,0,39.0,11
2466,2.0868,13.7,0,33.8,11
2467,2.6937,13.5,1,43.4,11
2468,3.4431,11.8,0,44.4,10
2469,1.8323,12.9,0,23.4,11
2470,3.1097,14.8,0,48.0,14
2471,2.7768,14.3,0,27.1,14
2472,2.7636,13.2,0,33.7,10
2473,2.4242,15.8,1,30.0,10
2474,2.717,13.3,1,50.2,16
2475,2.8202,16.4,0,28.5,9
2476,3.2641,13.2,0,37.0,12
2477,2.6209,12.8,0,30.8,14
2478,2.8591,15.2,0,28.7,11
2479,2.8776,15.6,0,36.9,14
2480,3.0936,14.6,0,29.5,12
2481,2.8681,12.9,1,31.4,18
2482,2.664,13.5,0,31.8,12
2483,2.7884,14.4,1,31.8,10
2484,3.0869,15.2,0,47.9,12
2485,2.7435,13.5,0,29.2,14
2486,2.653,12.2,1,33.3,13
2487,2.0711,11.9,0,22.0,12
2488,2.9645,14.5,1,33.1,11
2489,1.8319,11.0,1,23.5,12
2490,2.6905,14.1,0,29.9,12
2491,2.728,12.1,0,22.0,11
2492,2.652,11.9,0,26.6,12
2493,2.5896,12.8,0,29.6,11
2494,2.8073,14.5,0,47.9,11
2495,2.6144,15.1,0,40.1,10
2496,2.8145,12.4,1,29.0,13
2497,3.0706,14.9,1,40.0,13
2498,2.5334,13.1,0,42.9,11
2499,2.904,13.9,1,36.5,14
2500,2.759,13.6,0,44.1,12
