idcode,age,married,never_1,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,ln_wage,hours,ttl_exp,tenure,collgrad_ttl_exp,race,un_union
3813,42,0,0,12,0,0,SMSA,0,Manufacturing,Managers/admin,0,4.830918,1.575036512,40,9.288462,1.25,0,1,1
3814,40,1,0,12,0,0,SMSA,0,Business/Repair Svc,Sales,,3.623188,1.287354301,40,5.230769,1,0,1,
3815,37,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,12.68116,2.540117427,40,16.79487,16.75,0,2,0
3816,34,1,0,13,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,11.61835,2.452585745,40,16.04487,0.1666667,0,2,1
3820,37,0,0,10,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,,4.648688,1.536585029,40,14.90385,14.5,0,1,
3821,35,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,5.225752,1.653598711,40,7.134615,0.8333333,0,1,1
3822,44,1,0,16,1,0,SMSA,0,Professional Services,Other,1,9.581316,2.259814952,11,6.346154,1.25,6.346154,1,0
3823,42,1,0,18,1,0,SMSA,0,Professional Services,Other,0,17.02898,2.834916599,50,9.557693,9.333333,9.557693,1,1
3828,35,0,0,14,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,32.15846,3.470675558,50,11.96795,3.666667,0,1,
3832,36,1,0,12,0,0,SMSA,0,Business/Repair Svc,Sales,0,3.220612,1.169571404,15,11,2.583333,0,1,1
3836,41,1,0,12,0,0,nonSMSA,0,Professional Services,Operatives,0,5.177131,1.644251042,20,13.50641,11.66667,0,1,1
3844,40,1,0,11,0,0,SMSA,0,,,1,3.172302,1.154457507,16,4.025641,0,0,1,0
3845,41,1,0,10,0,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,4.025765,1.392714955,40,5.115385,3.583333,0,1,1
3848,36,1,0,11,0,0,SMSA,0,Manufacturing,Sales,0,6.964568,1.940835581,40,10.52564,5.583333,0,1,1
3850,38,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,8.832524,2.178440817,40,14.82692,13.5,0,1,1
3852,37,1,0,12,0,0,SMSA,0,Entertainment/Rec Svc,Sales,0,9.758451,2.278133679,40,8.557693,0.4166667,0,1,1
3856,35,0,1,15,0,0,SMSA,1,Professional Services,Professional/technical,0,7.439612,2.006818697,50,12.74359,4.583333,0,2,1
3858,36,1,0,14,0,0,SMSA,0,Manufacturing,Managers/admin,0,10.32206,2.334283353,45,15,1.416667,0,2,1
3861,38,0,1,16,1,0,SMSA,1,Finance/Ins/Real Estate,Professional/technical,,4.827484,1.574325421,40,13.33333,1.25,13.33333,2,
3863,37,0,1,17,1,0,SMSA,0,Public Administration,Sales,0,12.77777,2.547706942,40,13.19231,1.416667,13.19231,2,1
3864,42,1,0,16,1,0,SMSA,0,Manufacturing,Professional/technical,0,9.597424,2.261494729,50,14.09615,8,14.09615,2,1
3865,43,1,0,13,0,0,SMSA,0,Public Administration,Sales,1,7.761675,2.049198161,40,21.21795,21.16667,0,2,0
3873,35,1,0,18,1,0,SMSA,1,Professional Services,Professional/technical,0,25.80515,3.250574084,60,14.05769,6.75,14.05769,2,1
3876,44,1,0,12,0,0,SMSA,0,Professional Services,Laborers,0,3.220612,1.169571404,15,8.839744,8.75,0,2,1
3878,43,1,0,16,1,0,SMSA,0,Public Administration,Professional/technical,1,9.758451,2.278133679,40,18.44231,10,18.44231,2,0
3880,44,0,0,14,0,0,SMSA,0,Professional Services,Professional/technical,,4.648688,1.536585029,40,13.07692,1.75,0,1,
3881,35,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,4.227053,1.44150506,40,8.147436,1.583333,0,1,1
3882,41,1,0,14,0,0,nonSMSA,0,Professional Services,Sales,0,9.001606,2.197403006,33,12.61539,9.75,0,1,1
3886,41,0,0,13,0,0,nonSMSA,0,Professional Services,Professional/technical,1,7.439612,2.006818697,40,13.19231,4,0,1,0
3891,42,0,0,18,1,0,SMSA,0,Manufacturing,Sales,0,10.66828,2.367274853,40,12.75,2.666667,12.75,1,1
3893,38,0,0,18,1,1,SMSA,0,Professional Services,Managers/admin,0,15.48309,2.739748461,50,14.82692,9.916667,14.82692,1,1
3899,45,0,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Sales,0,7.689208,2.039817787,38,9.538462,1.75,0,1,1
3900,38,1,0,16,1,0,nonSMSA,0,Professional Services,Other,0,3.4219,1.230195952,40,4.570513,0.9166667,4.570513,1,1
3903,38,1,0,12,0,0,SMSA,1,Transport/Comm/Utility,Sales,1,10.06441,2.309005438,40,17.28846,17.25,0,1,0
3905,36,1,0,14,0,0,SMSA,1,Manufacturing,Service,0,4.339774,1.467822273,60,9.75,1.5,0,1,1
3910,42,1,0,12,0,0,SMSA,0,Professional Services,Sales,,5.016723,1.612776932,36,13.33333,12.66667,0,1,
3911,43,0,0,11,0,0,SMSA,1,Professional Services,Laborers,0,5.426729,1.691336558,48,11.41667,1.75,0,1,1
3915,38,0,0,12,0,0,SMSA,1,Manufacturing,Craftsmen,,5.813202,1.760131538,50,12.32051,1,0,1,
3918,38,1,0,16,1,0,SMSA,0,Professional Services,Managers/admin,0,10.32206,2.334283353,42,8.461538,1.916667,8.461538,1,1
3919,40,1,0,14,0,0,SMSA,0,Professional Services,Managers/admin,0,11.53784,2.445632069,40,16.32692,8.333333,0,1,1
3922,35,0,1,17,1,0,SMSA,1,Transport/Comm/Utility,Craftsmen,1,11.6103,2.451892635,40,14.21154,10.91667,14.21154,1,0
3923,35,0,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,5.861513,1.768407761,40,7.807693,5.25,0,1,1
3929,39,1,0,14,1,0,SMSA,0,Professional Services,Sales,0,6.884055,1.929207868,45,19.39103,19.33333,19.39103,1,1
3930,38,0,0,12,0,0,SMSA,0,Manufacturing,Sales,,8.361203,2.123602316,40,18.51923,3.083333,0,1,
3933,39,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,1,9.29146,2.229095699,25,7.153847,3.583333,0,1,0
3934,38,1,0,15,0,0,SMSA,0,Manufacturing,Professional/technical,0,10.17713,2.320143046,40,15.22436,13.58333,0,1,1
3935,39,1,0,12,0,0,SMSA,0,Professional Services,Managers/admin,0,11.01449,2.399211679,45,9.166667,7.416667,0,1,1
3937,44,1,0,12,0,1,SMSA,1,Transport/Comm/Utility,Laborers,1,21.38486,3.062683195,20,5.5,5.5,0,1,0
3941,43,0,1,11,0,0,SMSA,1,Wholesale/Retail Trade,Laborers,0,7.447664,2.007900426,40,7.878205,6.833333,0,0,1
3945,37,1,0,12,0,0,SMSA,0,Manufacturing,Sales,1,6.843801,1.923343279,20,13.07692,9.916667,0,1,0
3946,37,1,0,10,0,0,SMSA,0,Manufacturing,Sales,0,6.739127,1.907930391,40,13,12.41667,0,1,1
3952,41,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,10.66828,2.367274853,40,16.09616,4.75,0,1,1
3953,38,1,0,15,0,1,SMSA,1,Public Administration,Sales,1,25.80515,3.250574084,30,17.11539,7,0,1,0
3955,35,1,0,16,1,0,SMSA,0,Manufacturing,Sales,0,12.85024,2.553362488,40,15.75,12,15.75,1,1
3956,41,1,0,16,1,0,SMSA,1,Professional Services,Sales,0,6.634459,1.892277127,35,13.11539,5.416667,13.11539,1,1
3962,36,1,0,14,0,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,,3.510896,1.255871276,55,10.65385,1.333333,0,1,
3963,34,1,0,14,0,0,SMSA,1,Professional Services,Professional/technical,,4.827484,1.574325421,40,12.53846,2.5,0,1,
3964,37,1,0,14,0,0,SMSA,0,Professional Services,Sales,1,5.169081,1.642694916,15,7.557692,1.416667,0,1,0
3968,36,1,0,18,1,0,SMSA,0,Manufacturing,Sales,0,10.53945,2.35512536,47,16.69231,1.166667,16.69231,1,1
3972,38,0,0,14,0,0,SMSA,1,Business/Repair Svc,Sales,1,3.341383,1.206384793,40,3.76282,1.083333,0,1,0
3974,43,1,0,13,0,0,SMSA,0,Manufacturing,Managers/admin,0,13.77616,2.622939562,45,17.14744,15.58333,0,1,1
3977,38,0,0,14,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,10.27375,2.329592098,38,10.78205,6.833333,0,1,1
3978,35,1,0,14,0,0,SMSA,0,Business/Repair Svc,Sales,0,7.431559,2.005735662,50,13.26923,4,0,1,1
3983,43,1,0,12,0,0,SMSA,0,Manufacturing,Craftsmen,0,20.49475,3.020168756,40,16.05769,3,0,0,1
3984,45,0,0,11,0,0,SMSA,0,Wholesale/Retail Trade,Sales,,4.344736,1.468964997,40,6.467949,2.166667,0,1,
3985,40,0,0,12,0,1,SMSA,0,Manufacturing,Operatives,0,6.280193,1.837400712,40,13.17308,4.416667,0,1,1
3988,45,0,0,12,0,0,nonSMSA,0,Public Administration,Managers/admin,0,10.21739,2.324091171,45,21.16667,21.16667,0,1,1
3990,45,1,0,11,0,0,nonSMSA,0,Professional Services,Laborers,1,7.15781,1.968204068,40,9.294872,8.166667,0,1,0
3991,41,0,1,12,0,0,nonSMSA,0,Business/Repair Svc,Laborers,0,3.719806,1.313671516,35,19.67949,19.58333,0,1,1
3994,34,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Operatives,0,3.502414,1.253452445,40,4.423077,0.1666667,0,1,1
3996,37,1,0,12,0,1,nonSMSA,0,Manufacturing,Clerical/unskilled,,40.19808,3.693819233,40,8.576923,2.416667,0,1,
3997,35,1,0,12,0,1,SMSA,1,Business/Repair Svc,Sales,0,6.545891,1.878837525,40,11.59615,6.166667,0,1,1
3998,37,1,0,18,1,1,SMSA,1,Professional Services,Professional/technical,0,13.55072,2.606439682,40,14.5641,1.5,14.5641,1,1
3999,35,1,0,16,1,0,SMSA,0,Transport/Comm/Utility,Managers/admin,0,19.35587,2.962995733,40,11.54487,4.5,11.54487,1,1
4001,43,1,0,14,0,0,SMSA,1,Professional Services,Other,0,6.505631,1.87266811,20,11.46154,3.75,0,1,1
4003,35,1,0,11,0,0,SMSA,0,Professional Services,Professional/technical,0,7.809981,2.055402531,50,13.96795,4.416667,0,1,1
4007,43,1,0,16,1,1,SMSA,0,Professional Services,Other,0,9.758451,2.278133679,40,8.884616,3.833333,8.884616,1,1
4008,39,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,0,6.972622,1.941991338,40,20.04487,2.916667,0,1,1
4009,39,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.697261,0.992236814,40,11.28846,4.916667,0,1,
4011,40,0,0,13,0,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,0,12.39935,2.517644052,45,28.88461,23.08333,0,1,1
4013,45,1,0,13,0,0,nonSMSA,0,Professional Services,Sales,0,6.400963,1.856448448,36,7.621795,7.083333,0,1,1
4014,35,1,0,12,0,0,nonSMSA,0,Transport/Comm/Utility,Managers/admin,0,11.15137,2.41156236,50,11.84615,4.416667,0,1,1
4015,37,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Other,,2.926421,1.073780175,20,10.90385,0.8333333,0,1,
4017,40,1,0,12,0,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,6.972622,1.941991338,40,12.84615,3.666667,0,1,1
4021,35,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,,4.827484,1.574325421,40,14.78846,10,0,1,
4023,35,0,0,12,0,0,nonSMSA,0,Public Administration,Managers/admin,0,6.046698,1.799512338,40,13.44231,2.833333,0,1,1
4024,42,1,0,12,0,0,nonSMSA,0,Professional Services,Laborers,0,5.515297,1.707525504,30,11.67308,10.91667,0,1,1
4026,40,1,0,10,0,0,nonSMSA,0,Ag/Forestry/Fisheries,Operatives,1,5.024153,1.614256883,36,10.59615,1.416667,0,1,0
4031,43,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,4.774554,1.563300566,40,18.75,1.583333,0,1,1
4037,40,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,2.98495,1.093582996,28,4.057693,1.333333,0,1,1
4038,43,1,0,10,0,1,SMSA,1,Wholesale/Retail Trade,Laborers,0,5.998387,1.7914906,40,6.519231,0.75,0,1,1
4040,38,0,0,16,1,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,,3.861985,1.3511813,20,15.41026,0.5,15.41026,1,
4041,41,0,0,14,0,0,SMSA,1,Transport/Comm/Utility,Sales,0,6.030594,1.796845513,40,13.62821,2.916667,0,1,1
4043,35,0,0,10,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,3.718949,1.313441101,40,13.05769,1.25,0,1,
4045,36,1,0,18,1,0,SMSA,1,Professional Services,Other,1,19.35587,2.962995733,32,14.08333,14.08333,14.08333,1,0
4048,38,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,4.911432,1.591565549,35,7.99359,4.833333,0,1,1
4050,38,1,0,14,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,9.677936,2.269848655,48,16.67308,1.333333,0,1,1
4051,43,0,0,12,0,0,SMSA,1,Mining,Sales,0,6.505631,1.87266811,40,16.54487,8.583333,0,1,1
4053,41,1,0,12,0,0,SMSA,1,Ag/Forestry/Fisheries,Managers/admin,0,11.15941,2.412283088,50,18.70513,12.66667,0,1,1
4055,39,0,0,12,0,0,SMSA,0,Manufacturing,Professional/technical,0,7.745568,2.047120809,40,10.46795,6.75,0,1,1
4056,41,0,0,13,0,0,SMSA,1,Professional Services,Managers/admin,0,6.972622,1.941991338,40,8.865385,3.083333,0,1,1
4057,37,0,0,15,0,0,SMSA,1,Public Administration,Sales,1,10.90982,2.389663301,40,15.98077,12.5,0,1,0
4064,44,0,1,18,1,0,SMSA,1,Professional Services,Other,1,9.033813,2.200974537,60,20.41667,20.41667,20.41667,1,0
4068,36,0,0,16,1,0,SMSA,0,Manufacturing,Sales,0,8.05153,2.085862135,40,13.57692,7.416667,13.57692,1,1
4069,36,1,0,11,0,0,SMSA,1,Professional Services,Professional/technical,0,6.76328,1.911507979,33,9.416667,9.416667,0,1,1
4070,35,1,0,14,0,1,SMSA,1,Professional Services,Laborers,0,4.025765,1.392714955,2,7.756411,1.666667,0,1,1
4071,43,1,0,17,1,0,SMSA,0,Professional Services,Other,1,7.745568,2.047120809,40,7.961538,3.916667,7.961538,1,0
4075,40,1,0,14,0,0,SMSA,1,Manufacturing,Clerical/unskilled,0,8.904991,2.186611906,40,16.64744,13.58333,0,1,1
4079,43,0,0,15,0,0,SMSA,0,Professional Services,Sales,1,8.816422,2.176616119,25,14.19872,5.333333,0,0,0
4083,39,1,0,13,0,0,SMSA,1,Professional Services,Craftsmen,0,8.856684,2.181172428,40,16.71154,8.333333,0,1,1
4084,45,1,0,12,0,0,SMSA,1,Professional Services,Sales,1,6.409017,1.857705905,40,8.160256,5.083333,0,1,0
4087,43,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,1,6.914713,1.93365146,64,3.083333,3.083333,0,1,0
4091,36,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,1,8.929144,2.189320534,40,9.269231,1.333333,0,1,0
4094,38,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,1,8.558774,2.146956956,20,4.064102,1.416667,0,1,0
4096,43,0,0,12,0,0,SMSA,1,Professional Services,Sales,1,6.787434,1.915072961,40,5.5,5.5,0,1,0
4099,37,1,0,16,1,0,SMSA,0,Professional Services,Other,,3.861985,1.3511813,40,4.653846,0.75,4.653846,1,
4102,38,1,0,12,0,0,SMSA,0,Professional Services,Sales,1,5.233495,1.655079315,40,9.365385,2.25,0,1,0
4107,37,1,0,12,0,0,nonSMSA,0,Manufacturing,Professional/technical,0,5.233495,1.655079315,42,9.519231,0.1666667,0,1,1
4108,42,1,0,12,0,0,nonSMSA,0,Public Administration,Professional/technical,0,7.938803,2.071762508,40,13.91667,10.25,0,1,1
4110,37,0,1,18,1,0,SMSA,0,Professional Services,Other,1,8.260865,2.111529304,60,14.91667,14.91667,14.91667,1,0
4116,39,0,0,13,0,0,nonSMSA,0,Professional Services,Professional/technical,0,5.636071,1.729187192,30,8.115385,3.833333,0,1,1
4118,41,0,0,12,0,0,nonSMSA,0,Transport/Comm/Utility,Sales,1,9.677936,2.269848655,40,22.19872,22.16667,0,1,0
4120,45,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,8.776163,2.172039296,30,14.82051,1,0,1,1
4121,37,0,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,6.658599,1.895909102,29,11.61538,0.6666667,0,1,
4124,39,0,1,12,0,0,SMSA,1,Personal Services,Operatives,,6.050869,1.800201898,38,16.13461,1,0,0,
4125,42,0,0,16,1,0,SMSA,1,Manufacturing,Professional/technical,0,12.3913,2.516994613,40,17.71154,15.33333,17.71154,1,1
4126,40,1,0,12,0,0,SMSA,0,Construction,Sales,,3.762542,1.325094793,32,2.788461,1.333333,0,1,
4127,41,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,1,8.236711,2.108601114,40,18.19231,15.83333,0,1,0
4128,41,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,6.505631,1.87266811,10,12.71154,11.83333,0,1,1
4129,42,1,0,12,0,1,SMSA,1,Professional Services,Sales,0,6.642512,1.893490205,40,8.269231,1,0,1,1
4130,44,0,0,18,1,0,SMSA,0,Manufacturing,Sales,,38.70926,3.656078848,40,12.90385,2.666667,12.90385,1,
4131,42,1,0,14,1,0,nonSMSA,0,Manufacturing,Operatives,1,1.80602,0.591125529,40,2.480769,0.1666667,2.480769,2,0
4132,40,0,1,14,0,0,SMSA,0,Transport/Comm/Utility,Operatives,1,12.51207,2.526693778,52,17.51282,12.83333,0,1,0
4133,39,1,0,17,1,0,nonSMSA,0,Public Administration,Managers/admin,1,22.58453,3.117265159,40,12.90385,0.5,12.90385,1,0
4135,38,1,0,12,0,1,nonSMSA,0,Public Administration,Sales,0,5.53945,1.711895218,40,12.76282,9.916667,0,1,1
4136,41,1,0,17,1,0,SMSA,0,Public Administration,Professional/technical,1,12.20612,2.501937465,40,15.59615,5.5,15.59615,2,0
4142,42,1,0,17,1,0,SMSA,1,Transport/Comm/Utility,Sales,1,10.46699,2.348226495,40,12.01923,5.25,12.01923,0,0
4145,37,0,0,11,0,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,0,12.0773,2.491327658,40,12.33333,6.166667,0,1,1
4147,35,0,0,12,0,0,SMSA,1,Public Administration,Sales,0,11.03059,2.400672322,40,15.42308,3.416667,0,1,1
4148,40,1,0,10,0,0,nonSMSA,0,Professional Services,Laborers,0,3.808373,1.337202064,40,13.11539,11.5,0,1,1
4149,40,1,0,12,0,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,0,4.830918,1.575036512,30,7.403847,2.75,0,1,1
4156,36,1,0,13,0,0,nonSMSA,0,Personal Services,Laborers,,6.270903,1.835920363,12,5.602564,0.4166667,0,2,
4157,36,1,0,12,0,0,nonSMSA,0,Personal Services,Transport,0,4.389632,1.479245397,45,1.602564,0.3333333,0,1,1
4160,36,1,0,11,0,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,0,6.32045,1.843790408,50,11.96154,5.333333,0,1,1
4163,38,0,1,12,0,0,nonSMSA,0,Personal Services,Laborers,0,3.220612,1.169571404,30,4.692308,1.5,0,1,1
4167,35,1,0,14,0,0,nonSMSA,0,Professional Services,Professional/technical,1,5.829306,1.762897954,30,9.442307,4.666667,0,1,0
4168,41,1,0,12,0,0,nonSMSA,0,Business/Repair Svc,Professional/technical,,6.688963,1.900458855,15,17.78846,0.25,0,1,
4169,36,1,0,11,0,0,nonSMSA,0,Professional Services,Other,,5.032206,1.615858457,40,8.134616,2.666667,0,1,
4171,37,0,0,13,0,0,nonSMSA,0,Professional Services,Sales,1,7.681153,2.038769666,10,3.269231,0.6666667,0,2,0
4172,36,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,5.346215,1.676388834,40,18.21154,8.666667,0,1,1
4173,35,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,14.22705,2.655145082,37,16.86539,3.333333,0,1,1
4176,39,1,0,10,0,0,nonSMSA,0,Professional Services,Laborers,1,5.016103,1.612653337,20,7.442307,3.5,0,2,0
4180,43,1,0,13,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,2.703391,0.994506911,50,16.10256,1.416667,0,1,
4182,35,1,0,14,0,0,nonSMSA,0,Professional Services,Professional/technical,0,2.326892,0.844533472,16,5.871795,0.5,0,1,1
4184,40,1,0,12,0,0,nonSMSA,0,Ag/Forestry/Fisheries,Professional/technical,0,12.38325,2.516344753,40,17.71795,17.66667,0,1,1
4186,39,1,0,13,0,0,SMSA,0,Transport/Comm/Utility,Sales,0,8.132044,2.095812306,40,20.07051,7.75,0,1,1
4189,44,1,0,10,0,0,SMSA,0,Professional Services,Laborers,1,7.278577,1.984935376,38,16.5,16.5,0,1,0
4191,41,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,1,3.486311,1.248844157,40,15.25,10.75,0,1,0
4192,39,1,0,16,1,0,SMSA,0,Professional Services,Other,1,5.636071,1.729187192,20,4.358974,2.666667,4.358974,1,0
4193,35,0,0,15,0,0,SMSA,0,Manufacturing,Professional/technical,0,12.77777,2.547706942,40,13.64744,6.333333,0,1,1
4195,36,1,0,17,1,0,nonSMSA,0,Professional Services,Professional/technical,1,6.505631,1.87266811,50,10.71795,6.833333,10.71795,1,0
4196,35,0,0,18,1,1,SMSA,0,Professional Services,Other,1,9.790657,2.281428564,40,9.576923,2.916667,9.576923,1,0
4198,39,1,0,10,0,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,0,4.180602,1.430455255,4,4.269231,1.416667,0,1,1
4199,36,1,0,13,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,9.29146,2.229095699,40,7.615385,5.75,0,1,1
4202,44,1,0,17,1,0,SMSA,1,Professional Services,Other,1,11.96457,2.481949783,44,18.32692,15.83333,18.32692,1,0
4204,44,0,0,7,0,1,nonSMSA,0,Manufacturing,Operatives,0,2.697261,0.992236814,40,21.10256,6.5,0,2,1
4206,43,0,0,17,1,0,SMSA,1,Business/Repair Svc,Craftsmen,,3.177257,1.156018246,20,9.858974,0.6666667,9.858974,1,
4208,41,1,0,13,0,0,nonSMSA,0,Transport/Comm/Utility,Sales,0,5.418679,1.689852059,40,8.365385,8.333333,0,1,1
4213,39,0,1,14,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,35.73162,3.576036011,45,16.01282,3.083333,0,1,
4214,35,1,0,17,1,0,SMSA,1,Professional Services,Other,1,11.27214,2.422334195,45,15.19231,8.666667,15.19231,1,0
4215,36,1,0,16,1,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,,3.861985,1.3511813,50,7.826923,0.4166667,7.826923,1,
4221,38,1,0,13,0,0,SMSA,1,Professional Services,Sales,1,6.296296,1.839961524,40,10.21795,2.916667,0,1,0
4222,36,0,1,12,0,0,SMSA,1,Professional Services,Sales,0,1.972624,0.679364636,40,18.05769,3.25,0,1,1
4223,37,1,0,12,0,0,SMSA,1,Public Administration,Sales,1,6.191625,1.823197572,40,5.083333,5.083333,0,1,0
4225,39,0,0,16,1,0,SMSA,1,Professional Services,Sales,0,6.046698,1.799512338,40,11.35898,3.083333,11.35898,1,1
4229,41,0,1,18,1,0,SMSA,0,Professional Services,Other,1,13.01932,2.566434408,40,18.83333,18.83333,18.83333,1,0
4230,41,1,0,11,0,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,0,4.227053,1.44150506,24,2.288461,2.166667,0,1,1
4231,45,0,0,12,0,0,SMSA,0,Personal Services,Transport,,3.344482,1.207311824,16,2.833333,0.8333333,0,1,
4233,42,1,0,14,0,0,SMSA,0,Entertainment/Rec Svc,Sales,0,4.186793,1.431935047,20,9.615385,1.75,0,1,1
4237,38,1,0,9,0,0,SMSA,0,Wholesale/Retail Trade,Sales,,3.919314,1.365916638,32,10.29487,1.166667,0,1,
4239,35,1,0,13,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,4.025765,1.392714955,16,2.801282,0.0833333,0,1,1
4240,41,0,0,12,0,0,SMSA,1,Public Administration,Sales,0,6.376811,1.852668129,40,12.09615,10.41667,0,1,1
4242,38,0,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,1,7.310784,1.989350518,40,12.21154,3.75,0,1,0
4244,37,1,0,13,0,0,SMSA,0,Public Administration,Managers/admin,1,9.629628,2.264844596,40,13.98077,4.5,0,1,0
4245,42,0,1,15,0,0,nonSMSA,0,Transport/Comm/Utility,Sales,1,10.46699,2.348226495,40,18.84615,18.41667,0,1,0
4246,41,0,0,17,1,0,nonSMSA,0,Professional Services,Other,1,10.22544,2.324878733,40,3.826923,1.75,3.826923,1,0
4247,40,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,8.945245,2.191122106,45,14.88461,0.75,0,1,1
4248,36,0,0,16,1,0,SMSA,0,Entertainment/Rec Svc,Laborers,,2.789213,1.025759477,10,11.82692,0.1666667,11.82692,1,
4250,39,1,0,12,0,0,SMSA,0,Manufacturing,Managers/admin,,10.06441,2.309005438,40,14.19231,3.5,0,1,
4251,35,1,0,13,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,6.046698,1.799512338,40,7.596154,2.083333,0,1,1
4252,41,1,0,9,0,1,SMSA,0,Professional Services,Laborers,0,5.032206,1.615858457,40,13.75,13.75,0,1,1
4253,43,1,0,12,0,1,SMSA,0,Professional Services,Sales,1,9.363928,2.236864861,40,12.22436,3,0,1,0
4255,36,1,0,14,0,0,SMSA,0,Wholesale/Retail Trade,Sales,,4.734297,1.554833247,40,6.269231,1.166667,0,1,
4256,41,0,0,12,0,1,SMSA,0,Professional Services,Sales,1,6.545891,1.878837525,40,6.698718,5.5,0,1,0
4258,36,0,0,15,0,1,SMSA,0,Professional Services,Professional/technical,1,11.07085,2.404315528,40,13.80128,3.75,0,1,0
4259,43,0,0,10,0,1,SMSA,0,Professional Services,Professional/technical,0,6.578098,1.883745646,40,17.75,3.083333,0,1,1
4260,38,1,0,11,0,1,SMSA,0,Personal Services,Laborers,,6.038648,1.798180146,40,7.314103,1.5,0,1,
4268,37,0,1,12,0,1,SMSA,0,,,0,4.138486,1.42033002,35,0.1153846,0.0833333,0,1,1
4269,44,1,0,9,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.762542,1.325094793,40,14.98077,10,0,0,1
4270,41,0,0,16,1,1,nonSMSA,0,Wholesale/Retail Trade,Sales,0,8.05153,2.085862135,25,17.19872,3.416667,17.19872,0,1
4278,41,0,0,10,0,0,SMSA,0,Professional Services,Laborers,0,3.84863,1.347717241,40,4.032051,1,0,0,1
4279,35,1,0,8,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,1,4.025765,1.392714955,40,9.346154,3.583333,0,1,0
4280,35,1,0,12,0,1,nonSMSA,0,Public Administration,Sales,0,4.259257,1.449094732,40,12.82051,3.5,0,0,1
4281,41,1,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,3.623188,1.287354301,40,16.20513,3.416667,0,0,1
4282,36,1,0,13,0,1,nonSMSA,0,Wholesale/Retail Trade,Professional/technical,0,5.032206,1.615858457,40,13.83974,3.416667,0,0,1
4283,41,1,0,10,0,1,nonSMSA,0,Manufacturing,Operatives,1,6.441224,1.862718584,40,18.76282,3.25,0,0,0
